UUID,7_OpenEnd,7_A,7_B,7_B1,7_B2,7_B3,7_B4,7_B5,7_B6,7_B7,7_C,7_C1,7_C2,7_C3,7_D,7_E
ea1d28b6-2034-4992-91ed-944f17016f01,"They can do nothing well, except suicide, suicide and murder of foreign and oppressed people. After this, we do not expect much. ",1,,,,,,,,,,,,,,
ea2de7d3-5fd7-409d-b360-8e3252aba3e3,The Taliban did not fix one thing ,1,,,,,,,,,,,,,,
ea30d13c-1e5b-4278-aaf3-2b9b288a18a2,Nothing has changed I complain I have no peace as a young man I can not live freely I want to study in a developed country so that I can serve my country ,1,,,,,,,,,,,,,,
ea3fb646-555d-40e5-aab1-36424e575a41,None ,1,,,,,,,,,,,,,,
ea3ff5be-fa40-467f-b2a9-5839cf633230,I want the Taliban to respect girls ,,,,,,,,,,1,,1,,,
ea61d181-d3ce-4d61-829a-2996eaf5c4e9,"The Taliban have stopped bribery, fraud, oppression and what they need to change is to use leniency towards women and protect their rights. ",,1,,,1,,,1,,1,,1,,,
ea817f62-0518-443c-9942-0642e2f165de,Security ,,1,,1,,,,,,,,,,,
ea9ce1cc-d759-4ff2-b345-44063f1cb159,It is a genocide school ,1,,,,,,,,,,,,,,
eaa91734-d83b-4d03-940f-2b8ee8a5e88f,"Taking security of the country's citizens, maintaining and guarding the country's borders ",,1,,1,,,,,,,,,,,
eaba2ac9-aadd-4c0f-adb2-2bcd81e8cbfc,"One of the things that people are paying attention to now is the reduction of corruption. With the advent of the Taliban, arbitrariness in the country has come to an end. The previous regime did not look at all the people with suspicion and the fact that the people should have a share in the government does not appoint only the Mullahs because this country belongs to all Afghans and not just the Taliban. ",,1,,,1,,,1,,,,,,,
eae47da3-37e1-4823-bed4-16d6d8bf62f0,Protection and security of Islam ,,1,,1,,,1,,,,,,,,
eb578c36-effc-4b91-ac6a-1564feaa47ae,"First, it must provide jobs for the people so that the people can earn a living and livelihood, and a comprehensive government must operate without discrimination so that all Afghans can see themselves in this government. ",,,,,,,,,,1,,,1,,
eb701689-170a-44d4-bdb9-574481202d7c,everything ,,1,1,,,,,,,,,,,,
ebff767f-10fd-4151-a1bd-c23ef1e05a80,Security ,,1,,1,,,,,,,,,,,
ec22f3e2-ba2c-46fb-8bea-1c72b45cd1c9,No work ,1,,,,,,,,,,,,,,
ec3c053a-c216-46c8-902c-9a09f57b1366,The Islamic Emirate has brought very good security which can attract foreign investment. The Islamic Emirate should make every effort to end prejudice and bring about unity among its peoples. ,,1,,1,,1,,,,1,,,1,,
ec54a453-dfeb-4966-a750-b2955e5fcdd7,"Infrastructure work must be done, such as a gas pipeline ",,,,,,,,,,1,,,1,,
ec916d3b-2ee0-4d8a-a155-9e5e42242189,Security is good but there is no education ,,1,,1,,,,,,1,1,,,,
eca7b71a-be82-4446-91fd-184a591f11db,The religion of extremism ,,,,,,,,,,,,,,,1
ecb9e2d7-da33-4eeb-a34e-2b0c0c21d240,legal law ,,1,,,,,,1,,,,,,,
ecc3158c-3da3-4995-8815-c9d602fb42f5,Lack of security to try to provide a working environment for the nation ,,,,,,,,,,,,,,,1
eced6007-5ae7-47cb-a0c2-1798bc45d18f,Gives practicality to good ideas and prevents widespread corruption ,,1,,,1,,,,1,,,,,,
ecefc73b-1894-4b68-b514-485605a6a1d6,"The Taliban are from the same nation, they have risen from the same nation, and whatever they do is the will of the nation. What needs to change is to tighten its policy towards foreign media and organizations in foreign countries. ",,1,,,,,,,,1,,,1,1,
ed3269d8-3235-4f8b-b616-f9ce889380eb,"The security of the Afghan people is secure, the Islamic system is ruling, the country has been liberated and so on ",,1,,1,,,1,1,1,,,,,,
ed3d07f9-bdd3-4256-b437-271ae508b6f9,"In a way, the Taliban are preserving the religion of Islam, which is a good thing ",,1,,,,,1,,,,,,,,
eda61248-2900-4039-b84e-9af88b7dac87,Good security ,,1,,1,,,,,,,,,,,
edcd0e87-3f1b-4cb2-9e65-9c51ef4927c4,Corruption ,,1,,,1,,,,,,,,,,
ede92bc9-3f5e-4d2c-a169-e0123592d2cd,We respectfully ask the Ministry of Justice to be a little more lenient. Thank you Maywa for the hijab for women. ,,1,,,,,1,,,1,,,1,,
ee078dc2-3d02-4fd5-b6d8-557eefc0eced,Security is provided theft theft corruption as bribery embezzlement is gone ,,1,,1,1,,,,,,,,,,
ee1de02a-4f55-4698-bf08-911570a299cd,"They are very good at security, but they have to work hard to provide education and job opportunities for the youth. ",,1,,1,,,,,,1,1,,1,,
ee6da3de-2c30-437e-b34b-d4dc13b596ad,Ethics ,,1,,,,,,,1,,,,,,
ee79ea38-c833-4299-9e73-694aa2616b9a,Bring peace ,,,,,,,,,,,,,,,1
eeef539d-a2bc-49ed-8433-c3b844b396fa,Everything is going well. One has to be diligent in enforcing the Shariah ,,1,1,,,,1,,,,,,,,
ef08434c-23ac-493b-bc1a-7a0b7770ae40,The law of the Qur'an and the Sunnah of the Messenger of Allah ,,1,,,,,1,1,,,,,,,
ef45f99a-9daa-4b02-8661-b75848f07fb9,Peace ,,1,,1,,,,,,,,,,,
ef595320-6053-4a67-ba2e-a9ece361c515,I want people to get well ,,,,,,,,,,,,,,,1
ef5ff4cf-4eff-414c-af17-f1398a3f4d90,Approve the budget ,,,,,,,,,,,,,,,1
efa5e0a5-8e84-40e3-88be-178c604a5c2d,1- Controlled corruption 2- Eliminate shortcomings 3- Removed brothels 3- Stop all activities in conflict with Islamic culture 3- Ban on poppy cultivation 4- Ensured security 5- It has created an atmosphere of brotherhood and the Taliban need to make changes in the following areas: 1. Recruit professionals 2. Separate girls' and boys' universities 3. Re-open girls' schools 3. Re-manage Afghanistan's mines 1- Water should be well managed 2- It should show serious reaction to the actions of neighboring countries 3- All fronts against the Islamic Emirate within the country should be eliminated,,1,,1,1,,1,,1,1,1,1,1,1,
efac24a5-1edb-41e9-9244-abe76e003361,It is better to issue a complete law ,,,,,,,,,,,,,,,1
efb5beb1-4752-4330-a6f3-0e88b98036a0,All their work is going well to allow girls' schools ,,1,,,,,,,1,,1,1,,,
efb9eb31-c661-4df5-bf4e-bf7a3df7b27d,Maximum security is good ,,1,,1,,,,,,,,,,,
efd1ce8c-e538-429e-b675-7b02f217e70e,People are not harmed ,,1,,1,,,,,,,,,,,
efe8a6d9-e320-4626-b6a8-484afe4258a4,The Taliban have been able to govern all of Afghanistan under their leadership. And give other tribes a share according to their population ,,1,,,,,,1,1,,,,,,
effe5993-6311-48b2-8f98-62677e3345aa,He represents the security and the people of Afghanistan as the Taliban do ,,1,,1,,,,,,,,,,,
f02e9417-2c38-44a7-8636-11ecbbbe167a,Hijab ,,1,,,,,1,,,,,,,,
f058ad00-1709-4625-97ab-acc75246460f,Afghanistan's security is very good ,,1,,1,,,,,,,,,,,
f0769f44-f60a-4c87-811e-75db07855f56,"Nobody knows anything about the future, I do not know what they are doing well, and America did not do anything for us and this nation. ",1,,,,,,,,,,,,,1,1
f07841f7-7d97-46bc-a08f-56836f69b325,They have been able to re establish security ,,1,,1,,,,,,,,,,,
f08fa7c4-5db1-49cd-b4ba-8d072448edba,Peace and happiness ,,1,,1,,,,,,,,,,,
f0ee2aee-f8fa-4444-9b35-8fb05abd6987,Good Wisdom and the Reopening of Danj Schools ,,1,,,,,,,1,,,,,,
f10e5819-bf80-401f-83af-2a9908700e12,"Security is a chore, another war is a bloodbath ",,1,,1,,,,,,,,,,,
f174ed02-9a9d-4eb0-a179-12e8f0999deb,"Bribery has decreased, praise be to God ",,1,,,1,,,,,,,,,,
f1afdcd6-2ed9-4c24-bc89-e4d39024e1fe,Security and opening of school for the future ,,1,,1,,,,,1,,,,,,
f1eb0e43-9b7b-4487-a11d-e347e15940c9,The Taliban are doing everything right ,,1,1,,,,,,,,,,,,
f207ab8d-958f-4361-884f-94966d278280,"The first thing that needs to be changed is unity and security, and the first thing that needs to be changed is the proper dress code for the military. ",,,,,,,,,,1,,,1,,
f2132dab-93ee-4bd0-b7c3-35109e3c6601,None ,1,,,,,,,,,,,,,,
f27d6d89-60fe-4e4e-9609-56d46fbd0e1a,Their first step should be the immediate use of Afghan mines ,,,,,,,,,,1,,,1,,
f2b7832b-6485-46ca-8a33-0b8422d742fc,None ,1,,,,,,,,,,,,,,
f2c4979c-eaf2-4daa-b898-739abecbee90,Security ,,1,,1,,,,,,,,,,,
f31391ab-04e4-4741-a61f-13543264e914,Sharia marriage should continue here and we are satisfied ,,1,,,,,1,,,,,,,,
f350da9d-e2a4-4f04-886b-469150c387bc,All ,,1,1,,,,,,,,,,,,
f395f3b8-7f67-4c44-8467-a4166a54c451,"Preserving territorial integrity and preventing foreign interference, especially from neighboring countries ",,1,,1,,,,,1,,,,,1,
f4123a46-1144-457d-9803-0eee067b6154,"The people must get through the economic spring and respect the rights of women and treat the people properly, and the government must be inclusive. ",,,,,,,,,,1,,1,1,,
f42fc712-bdef-4cb2-8f9f-578aa117fb8b,Freedom ,,1,,,,,,1,,,,,,,
f45a6445-0e39-4371-a0f8-a9597e20d0da,"I want the Taliban to reopen the gates of the school where the fate of each family is formed for girls, because ignorance and lack of knowledge is a great calamity, and in the future it will deal a severe blow to the family and finally to society and a nation. Please keep it open in front of science and places. ",,,,,,,,,,1,1,1,1,,
f4604614-2b05-4ff7-b03e-f7fcb349c19a,"want to reduce coercion and restraint because freedom is the right of every human being. We should not take it from anyone without reason and logic. They think that they apply the laws of Islam to us, and they are very happy because we follow the laws of God Almighty. But unfortunately, they do not know about Islam properly. And the fact that many of us, even though we are Muslims, disagree with myself and on many issues with them, is that the laws of the path are not based on Islam, but on the basis of their meager knowledge. I wanted them to bring back the true freedom of Muslims and to really speak the truth, and the poor and oppressed people understood us and used love in such a situation, not oppression, because a government works with disbelief, but not with oppression! ",1,,,,,,,,,1,,,1,,
f47700af-b0b2-4c28-9d97-60beb74f2305,Security ,,1,,1,,,,,,,,,,,
f4b2cd74-dacb-4e03-8343-b222442e5f64,Islam ,,1,,,,,1,,,,,,,,
f4ca2c27-50fb-4f1b-85a8-b706e92c99ab,Islam and law ,,1,,,,,1,1,,,,,,,
f4f8e0eb-a683-4e56-8ae1-70d1f5b962be,The implementation of Shariah rules should be implemented in the light of Shariah rules. Give people the right to choose. Preserve national wealth. Formed the national army. Provide jobs to the people. Listen to people's advice. Use knowledgeable and professional people. Create social justice. Stop unnecessary harassment. Respect for human dignity. Actual clearing of the row. ,1,,,,,,,,,1,,,1,,
f50f4a92-3d99-4947-955c-3ca3b1bd04e1,They have morals ,,1,,,,,,,1,,,,,,
f5279fe7-8e8d-4977-aa48-6a78d0ec5274,None ,1,,,,,,,,,,,,,,
f5509a2e-5da4-44da-9722-c9ad327a9ba1,Be cultured ,,,,,,,,,,1,,,1,,
f60200c5-ccf3-4022-9ecf-2e8bd40f8515,sex ,,,,,,,,,,,,,,,1
f676e2f8-f231-4085-847c-78c58815b01d,Government ,,1,,,,,,1,,,,,,,
f6956df9-cad5-48eb-9647-5c89291826e4,The Taliban must pay close attention to everything. The government is in their hands. Change must be allowed to allow girls to teach their lessons. ,,,,,,,,,,1,1,1,1,,
f6c76d83-3cea-44fb-9141-9d2a96e5fcb7,Everything related to the Shari'a ,,1,,,,,1,,,,,,,,
f6e5595d-e383-450a-a45f-8ca7e7cd61d7,Nothing ,1,,,,,,,,,,,,,,
f705e1c9-3aaa-47d5-a9eb-031c0dc21bec,"First, it should be noted that the Taliban were able to establish relative security at the local level. And the second thing that is going well is that the Taliban will be able to get along well through negotiations with neighboring countries and the region. But in discussing the change of the Taliban, we must mention that in my opinion, they must do two important things: 1: to form an inclusive or inclusive government 2: They must keep girls' schools open so that the female part of the society is not deprived of education.",,1,,1,,,,,,1,1,1,1,1,
f7258949-45ef-4578-a278-e6d71057c2fe,Good security right now ,,1,,1,,,,,,,,,,,
f761c955-09e7-46e1-a3f0-1bdf3d07efc1,Corruption ,,1,,,1,,,,,,,,,,
f7aaf937-2e6f-4412-b1fc-2ee096c5edc6,He paid the people on time and provided jobs to the people.? ,,1,,,,1,,1,,,,,,,
f7bb0372-c5fa-4783-a3a3-7b180ce792ab,Islamic law must be implemented to allow students to study ,,1,,,,,1,,,1,1,,,,
f7e4bb8b-4a7d-429c-8223-ae846f84bb46,"All security matters in all respects, poverty eradicated ",,1,,1,,1,,,,,,,,,
f7fd7ef0-9d1f-4c22-af4b-775acee3a2fd,nothing ,1,,,,,,,,,,,,,,
f7fec01e-b7bf-4793-ad4e-62badfb6ea80,Everything ,,1,1,,,,,,,,,,,,
f8174788-3c98-4c8c-b3fc-68a5876cd726,Here the thief spy is paralyzed ,,,,,,,,,,,,,,,1
f85ddf67-18db-4253-995b-1c93f623a0fd,Security ,,1,,1,,,,,,,,,,,
f8a112fc-6180-438e-8576-d522d14f01cf,Security ,,1,,1,,,,,,,,,,,
f8b4c070-9f0b-4d01-be70-3d60fc7d6a4c,Punishment of murderers of thieves ,,1,,1,,,,1,,,,,,,
f8f1dad6-ab8c-4d08-9c8f-fad2b29a0336,Behaviors change and more needs to be done in terms of discipline ,,,,,,,,,,1,,,1,,
f96daa3b-1122-4df6-a499-66dd87a3b63e,They practice Mohammadi Islamic Sharia well ,,1,,,,,1,,,,,,1,,
fa4bf069-eb95-4e80-a005-7a5337bb10e5,"It completely introduces Islam into Afghanistan, prostitution and sin leave the country ",,1,,1,,,,,,,,,,,
fabdaa8e-a83e-4bf4-9d06-d62a5c72254d,nothing ,1,,,,,,,,,,,,,,
faf27e65-0ac2-4df7-89d8-036a960f0bd2,Provide employment opportunities for the general public ,,1,,,,1,,,,,,,,,
fb51de59-4e55-4d0b-94a3-043da4a02ed7,Afghanistan's economy to prosper ,,1,,,,1,,,,,,,,,
fc054342-e075-4025-859a-e59ae8427e78,The Taliban have not done any new projects for the country. The economy of the country is not good. There are no jobs for the people. There is no salary. Only the Taliban have jobs. It takes a long time ,1,,,,,,,,,,,,,,
fc6fc14b-ac8b-4ff3-926b-5f3a0f293796,"The Taliban have been very effective in providing security and reducing crime in Kabul. In the change section, it is better to reduce the restrictions that it has set for women. It is better for women to be able to study and work; Because in many families, women work to support the family. Thanks ",,1,,1,,,,1,,1,1,1,,,
fcc4e73c-2be6-4cb8-8286-42c927b459a5,Education ,,1,,,,,,,1,,,,,,
fd675a74-947d-4aee-bcb0-cd023628cd62,Thieves and ISIS ,,,,,,,,,,,,,,,1
fdfe9bec-e570-4af0-82d4-b8fb9bc1c5eb,"With the advent of the Taliban, security has improved, robberies and other crimes have been reduced, and what the Taliban need to change is to bring in all the politicians who have left the country and establish an inclusive body. , And to work hard on education, to provide adequate education for the sisters, ",,1,,1,,,,1,,1,1,1,1,,
fe25196d-4020-4ba8-942c-1e94a8d0fa6f,Girls' education ,,,,,,,,,,1,1,1,,,
fe2d72bd-e931-48b8-80a5-6e63792f2a4b,Right now security is a little more than justice and curbing bribery ,,1,,1,1,,,1,,,,,,,
fe3e7b9d-0518-49ae-9452-d49ea400ee33,Preserving the country ,,1,,,,,,,1,,,,,,
fe64f0da-86ce-4ba0-b122-ad83885f01cf,"The Taliban can do nothing with the people, everything is in the hands of God, these are just tools ",1,,,,,,,,,,,,,,1
fe6c0535-655e-407c-897b-9f7828ef0f8f,"My opinion is that many of our young people in Afghanistan are addicted to narcotics and drug trafficking is very high and such cases should be controlled and the coronavirus test should be taken more seriously. The situation of the people of Afghanistan is traveling and the amount of money that private laboratories receive is very expensive and the rates must be changed. If it changes, the laboratories in the center and the provinces must provide documents. I can share my ideas with you ",1,,,,,,,,,1,,,1,,
fe8a419d-d6be-445d-8dd5-5d7a3a09bc89,"They are doing the right thing, prostitution is over, bribery is very low, theft and kidnapping are minimal, coercion is over ",,1,,1,1,,,1,1,,,,,,
fe8f62bf-ce2c-4032-b20a-42f94eea3436,Support Islam and justice ,,1,,,,,1,1,,,,,,,
feb47a23-8532-435a-bed7-92eaaaf5567d,The Taliban should not interfere in the private life of others. They do not have the right to interfere in the private life of the people. All they need is to impart their knowledge to others. They are good at it ,1,,,,,,,,,1,,,1,,
feb79a0e-ab96-43a6-8b01-069cd442bc47,What the Taliban are doing well is providing security. And he ,,1,,1,,,,,,,,,,,
ff09cb07-99ab-41e2-92be-09d47f87c20c,It has brought security. Change will be made so that some traitors who are in office can be removed from office. ,,1,,1,,,,,,1,,,1,,
ff4a9f60-3c3b-4575-bc6d-c83f20643e59,Islam must implement thought and politics in every way ,,1,,,,,1,,,,,,,,
ff5d0f67-1b86-4a31-b273-e8300fb55816,Security is well established and the economic and educational situation needs to change ,,1,,1,,,,,,1,1,,1,,
ffe4a63a-77ca-4a04-8f9b-efbc05a7fe8e,Security has improved to some extent ,,1,,1,,,,,,,,,,,
fff1059a-7eb1-4e68-89c5-e11da304ca4e,"The government should be given the right and permission to do everything like the government before the Taliban. Everyone should be free in their jobs. No, even whenever it is, I will take care of everything myself, but I live as freely as possible, but thank God, the Taliban are not so bad, they respect everyone, but ",,1,,,,,,1,,1,,,1,,
fff4b7e1-b60b-4cf3-a7e1-158ee1e26e27,Corruption ,,1,,,1,,,,,,,,,,
,,149,900,56,472,129,0,168,249,165,393,136,107,315,64,150
