UUID,10c_OpenEnds,10c_A,10c_A0,10c_A1,10c_A2,10c_A3,10c_A4,10c_A5,10c_A6,10c_A7,10c_A8,10c_A9,10c_B,10c_C,10c_D,10c_E,10c_F,10c_G
8cf7a115-73a6-46a4-b2ab-6cd2fc403e0a,Schooling and other duties are the inalienable rights of women and should be allowed ,1,,1,,,,,,,,1,,,,,,
8d01cc44-5042-48d9-8075-9023d511bfdf,Teaching science to a Muslim male believer is a must ,,,,,,,,,,,,,,,,,1
8d1e930a-b45b-494e-89ad-52c4391860d6,They should express themselves freely and their faces should not be covered ,1,1,,1,,,,,,,1,,,,,,
8d2a36db-4a30-4591-9c18-eff6b9b2420f,Women are an important part of society and should be fully allowed to lead their lives alongside men. ,1,,,,,,1,,,,,,,,,,
8d7093f7-8dd8-4b40-b457-07beebd7bece,Women can play an active role in society ,,,,,,,,,,,,,,,,,1
8dafb791-7a34-4efc-97cb-1f93cc1dcedb,Divinity is an Islamic right ,,,,,,,,,,,,,,,,,
8dd36e67-6173-410e-be45-ead94cb3c5c9,God's life ,,,,,,,,,,,,,,,,,1
8df60f15-5126-48c1-95f0-63c84abd04b6,The Prominent Population of Afghanistan is Women. Their Rights Must Be Resolved ,,,,,,,,,,,,,,,,,1
8e1ca62b-67fd-4b96-8192-9b8cea2e42f6,"With the cooperation of Islamic countries, women's rights should be given to them in accordance with the religion of Islam, such as the United Arab Emirates and Iran. ",,,,,,,,,,,,,,,1,1,
8e2aae01-35b4-4a14-8438-bbf400bad72a,"A change in the attitude of the Taliban, which originates in Pakistan. The plan must be taken to change the Taliban ideologically ",,,,,,,,,,,,,,1,,,1
8e441c95-5aa4-4957-b228-d0f068540e70,Currently impossible with these conditions ,,,,,,,,,,,,,,1,,,1
8e8c7e5a-6675-405e-82f9-b72612f52ede,"God willing, there is hope ",,,,,,,,,,,,,,,,,1
8ea75f5c-a8db-4840-9627-0394f0527290,1. Elementary education and bachelor's degree 2. Be able to work in organizations within the framework of Islam. 3. To be able to choose to live within the framework of Islam.,1,1,1,,,,,,,,1,,,,,1,
8ea92deb-63ba-4067-be2b-1c094a1f5422,"Women can work in society, study, be given the right to work. ",1,1,1,,,,,,,,,,,,,,
8eb837c5-3d10-432c-b82a-6fb80687e19b,I do not know ,,,,,,,,,,,,,,,,,1
8ed90187-8149-4fa5-a337-3adcc587633f,It will be small over time ,,,,,,,,,,,,,,,,,1
8eef6898-9190-4bf4-911f-8f18a8323ed4,The oppression of women is the oppression of humanity. ,,,,,,,,,,,,,,,,,1
8f31b9cc-b72a-4367-bb1e-11fa4c4eed4b,I want to get rid of oppression ,,,,,,,,,,,,,,,,,1
8f3ec9dd-8f9d-40ea-8bb8-90cc7c5f42a5,whatever ,,,,,,,,,,,,,,,,,
8f55e4fc-fe57-49b4-8958-764042c80025,very good ,,,,,,,,,,,,,,,,,1
8f94ca22-57d9-4880-bdb9-19548819f900,Women should be involved in all matters like men ,1,,,,,,1,,,,,,,,,,
8f9dbb98-2683-40d1-8e41-abdec79a1db1,Continue lessons and activities in the community ,1,,1,,,,,,,,1,,,,,,
8fc9126e-e656-48be-a832-08b49411325b,Study ,1,,1,,,,,,,,,,,,,,
8fd77583-4516-4934-bc28-13fd2cde2ab7,The only body that can protect women's rights is human rights for women ,,,,,,,,,,,,,,,,,1
8fdb1d57-3e4a-4717-8f58-b3185dce7b99,"As long as beliefs about social life remain the same, I believe that the situation of women will remain the same. Therefore, it is first necessary to reform the collective beliefs about social life and the presence of women, and then to seek justice. ",,,,,,,,,,,,,,,,,1
8fe07162-01af-41b8-8151-3b5280dcfc90,"In the Western world, human rights are in conflict with Islam. Women must be educated, but not according to the rules of the Islamic world, or according to the wishes of women who do not care about the hijab. ",1,,1,,,,,,,,,,,,,1,
8ff1eba2-815f-4e8f-93af-b04a91d51914,Equality of rights between men and women ,1,,,,,,1,,,,,,,,,,
8ff56c84-e193-4844-bf30-922393b9c0f7,No good ,,,,,,,,,,,,,,,,,1
8fffce12-ad98-4062-b27c-f47fcfcf54e8,badass ,,,,,,,,,,,,,,,,,
904c71c8-dfa9-4d50-90c7-d8d160834998,It is not clear what will happen next ,,,,,,,,,,,,,,,,,1
904fb210-cea5-4f13-94e0-32e9f4d7ee52,"The right to work, study, travel and cover freely. Prevention of forced marriages in childhood and other human, civil, etc. rights that a person has regardless of gender. ",1,1,1,1,,,,1,1,,1,,,,,,
9061825d-e379-4815-a7ee-b147ab10b887,Access to human rights for women is a crucial fate ,1,,,,,,,,,,1,,,,,,1
906bb55c-9ec7-4219-b0a5-1573e5200ac9,unfair ,,,,,,,,,,,,,,,,,1
90b445a9-6e30-4c40-92c7-f9db6df377cc,It is excellent and women can return to their freedom ,,,,,,,,,,,,,,,,,1
90bcf564-4d5a-4534-b618-ecb7a6ff3689,It looks good to me ,,,,,,,,,,,,,,,,,1
90bd5cf0-8d60-4856-878f-b0c82a5c96a4,It will be great ,,,,,,,,,,,,,,,,,1
90c76dc3-dbf3-4a6c-a70a-de7249f45370,Bad ,,,,,,,,,,,,,,,,,1
90d48dc9-2a6b-4bf3-affd-d16734b0fa83,very good ,,,,,,,,,,,,,,,,,1
90e34d17-1337-4155-96d5-af157cf6494a,It is good that salaries should be equal ,1,1,,,,,1,,,,,,,,,,
914a6fd1-386b-40ef-8724-32e77c210db4,"A Muslim woman must live according to Islam and work. It is important for them because our country has many widows, even if the government provides the conditions for them. ",1,1,,,,,,,,,,,,,,1,
91d4be4d-beb3-4b6f-ba26-4eb58f86b9a2,I have nothing to say but to say that men and women are one thing from my point of view ,,,,,,,,,,,,,,,,,1
9212c16a-3dcb-4d23-9181-d43984131165,Looks a lot ,,,,,,,,,,,,,,,,,
9219cd1e-45b5-4748-9667-6e685330362a,"Whenever the Taliban opened women's schools and gave back to those positions in the institutions that should have been used by women during the republic, we would be satisfied that human rights for women were achieved, as well as full freedom of the media. Given as it was given during the Republic to show the real face of the current government to the world, especially to the United States because it was the United States that left all the misery in Afghanistan. ",,,,,,,,,,,,,,1,,,1
9232b8e8-06ed-4065-8060-e226f09709fa,"I just want to say ten sentences, women of a country, the roof of a country, I can not ignore ",,,,,,,,,,,,,,,,,1
9237c2a8-eef4-4fff-a5bc-478a16b0f11b,am a woman and women's rights are very important to me. The international community and all women should support Afghan women and put any pressure on the Taliban so that we can achieve our rights. ,,,,,,,,,,,,,,,1,,
9248d317-8276-48ac-bc1e-61a451c87a3b,It is difficult but not impossible ,,,,,,,,,,,,,,,,,1
9296f11a-0195-45ec-aec0-3727f75c7404,It must be led by the government ,,,,,,,,,,,,,,,,,1
92c51f8a-0b51-40e2-bfbb-7bac810c95d4,It is better to give human rights ,1,,,,,,,,,,1,,,,,,1
92e9e949-8ab2-4496-a8de-61ad1eafc5ed,"Well, of course the rights that Islam has set ",,,,,,,,,,,,,,,,1,
92ede4d2-5812-4db2-8484-ed10af507d06,I do not know ,,,,,,,,,,,,,,,,,1
92f013b2-77f6-4818-8f63-1eb4797ea36a,"If the rights of women are respected, the country will prosper within the Islamic framework and we will not allow others to interfere. ",,,,,,,,,,,,1,1,,,1,
932477d5-a5b3-4eb7-b70d-5a465143536d,Better ,,,,,,,,,,,,,,,,,1
9354fdbe-c4fe-401b-8ce5-ed65448095b1,Very good ,,,,,,,,,,,,,,,,,1
93610074-1ae7-493d-b736-2ad3a55cda22,"Women have the right to education If I say from the point of view of Islamic law that women have the right to study business, their vote should be allowed to do so. ",1,1,1,,1,,,,,,,,,,,1,
93775dcc-cfaf-4322-8fa9-69ace98a3a34,Achieving rights is one of the women's rights that should be given to women and women are deprived of these rights when the Taliban rule in Afghanistan. ,,,,,,,,,,,,,,1,,,
939820af-0d8e-4d5e-acdf-5841e0febdfe,The situation in Afghanistan is such that I can't say that the situation is changing every day ,,,,,,,,,,,,,,,,,1
93c0c344-358d-41bf-a151-89764f742db3,"If this is the case, I mean the Taliban. I do not know about women's rights, because they are anti-women. They do not count women at all, and they are completely patriarchal. ",,,,,,,,,,,,,,1,,,
93d5a33b-2ef1-478d-9a3b-7592a6a6b4b2,It will be very effective ,,,,,,,,,,,,,,,,,1
93ea8fa9-3704-4475-ae5b-74c7131e2149,The right to work The right to education and the relative democracy that women have been given back in the last twenty years. ,1,1,1,,1,,,,,,1,,,,,,1
93f51384-fb29-4d40-b5ff-e00d8d2bb5f0,Strictness ,,,,,,,,,,,,,,,,,1
9449e95a-6d35-456a-8885-113028e9c836,More ,,,,,,,,,,,,,,,,,
944aee59-c079-4ecb-ac73-c1b7d276f39c,Which is within the framework of Islam will look very good to us. And any rights that are against Islam will look very bad. ,,,,,,,,,,,,,,,,1,
945e1d06-feac-4664-856d-1af0ce64bd4a,"In my opinion, access to human rights for women also seems a bit difficult at this time. ",,,,,,,,,,,,,,1,,,1
94b98ee2-3c03-465a-8e1e-892d82f9989a,Suppression of the Taliban and the rule of a democratic government ,,,,,,,,,,,,,,1,,,1
94bd6913-27f7-4164-a174-8a75e8fca028,"As long as this Taliban group is ruling in this land, human rights and women's rights can not be achieved in any way, because this group will not give up its frozen and petrified rock in any way. ",,,,,,,,,,,,,,1,,,
94d05eff-fc2e-43f1-bcc8-3d3a2e874da2,"Afghan women in the previous government, who were horned against the principles and culture of the homeland, had immense freedom to study and dress appropriately, at least in Pakistan, so that no one would interfere with their education and work. ",1,1,1,1,,,,,,,,,,,,,1
94e24892-b30a-48de-9348-e6671d6edc71,so bad ,,,,,,,,,,,,,,,,,1
94e57a4a-9758-4a2b-bb7c-a94ce9790da7,This is a very good step because if a woman becomes illiterate then the society will remain illiterate ,,,,,,,,,,,,1,,,,,1
955b6026-69bf-440a-80cd-717641408298,The right to security and freedom ,1,,,,,,,,,1,1,,,,,,
95dde938-a61b-40e9-b3a1-8fa7297dc7dd,I do not know ,,,,,,,,,,,,,,,,,1
961bf6ed-f4b7-412f-88f3-d1ea79745590,"Girls should go to school so that we can have a bright future. If a boy goes to school, he becomes literate himself. If a girl goes to school, she becomes literate. So let's support our sisters. ",1,,1,,,,,,,,,,,,,,
9638dcef-531b-409e-b509-db79ee6f6e3a,It looks good ,,,,,,,,,,,,,,,,,1
9650195b-4def-430a-a307-f78632390f43,"Afghan Culture From the Time of Ghazi Amanullah Khan to the Exodus of the Americans, which was our Traditional and Islamic Tradition ",,,,,,,,,,,,,,,,1,1
966b85d0-0fd8-460e-a7f6-70590a31083a,Women are given full rights in Islam that the Taliban should not ignore ,,,,,,,,,,,,,,,,1,1
966b9258-ee6e-4a4a-bf70-5ab0e7a7efaa,"In Afghanistan, human rights, especially for women, have been completely destroyed. In order for human rights to be established, all parties must respect each other's rights. ",,,,,,,,,,,,,,1,,1,1
9686b5d4-24ee-444a-bfd2-18c2d48497e8,Is important ,,,,,,,,,,,,,,,,,1
96e43782-9181-4f1f-877b-e0215597247c,Free ,,,,,,,,,,,,,,,,,1
96ec07cf-5546-40b0-8618-5c281abf6119,Women enjoy all the rights of the 30-article Universal Declaration of Human Rights except 15 and 16,,,,,,,,,,,,,,,,,1
96f24aeb-5406-4f15-85a5-34415c29a0ff,"The right to education, the right to work, the social right ",1,1,1,,,,,,,,1,,,,,,
96f88248-e1f9-48e9-bcba-cb921b9144cb,I do not know ,,,,,,,,,,,,,,,,,1
96fde415-9c1b-4171-bae7-9274d3eecffc,School Law ,1,,1,,,,,,,,1,,,,,,
97179ef4-322b-49ec-b472-5aecc9d459d9,"In this government, there is no belief in the advancement of women in Afghan society ",,,,,,,,,,,,,,1,,,1
972026a5-ebf1-4be3-9b9a-7638d3beec62,"Women, I did their orders very well and she studied in the best country, and I was much better, now everything is flat ",,,,,,,,,,,,,,,,,
9745170d-d900-4169-a586-b50e854dcf83,"Freedom of cover, freedom of education, civil liberty and freedom to be human. ",1,,1,1,,,,,,,1,,,,,,
976a3eeb-2890-440e-a45d-06fa5721b096,"Women are half of the society so their rights should be paid. Schools for women, participation in government, permission to work within the framework of Islam. ",1,1,1,,1,,1,,,,,,,,,1,
976c8c0b-5882-428d-9a0b-2f99c9acd7f3,Thank God that you want to despise me. Do not forget to help me ,,,,,,,,,,,,,,,,,
9775689d-6899-4de8-b4f2-8e464946187d,"Women's access to human rights is very good, and the Afghan people need women's help more than ever ",,,,,,,,,,,,1,,,,,1
977d6b55-0dcb-4496-9f8a-9b2bd6628ef5,The good news is that rights will be provided to women ,,,,,,,,,,,,,,,,,1
978405c5-b0f9-4173-8291-29a4bf07f8a9,"The right to freedom, the right to education ",1,,1,,,,,,,,1,,,,,,
979f8275-ab96-4a6c-afeb-3e37f710aa3d,According to custom and tradition ,,,,,,,,,,,,,,,,1,
982508c0-5bf7-4ba4-8b17-9b34b133d07d,They behave very badly ,,,,,,,,,,,,,,,,,
987fd82f-9dba-4a85-b0d4-d5e9c6e017a7,"This is a time, a building, as hard as possible, Nest ",,,,,,,,,,,,,,,,,
98870d83-c329-4143-bb88-405deac95552,The international community should monitor the human rights of women in Afghanistan ,,,,,,,,,,,,,,,1,,
98b2518c-b111-41c0-8daa-6311be2cfcdf,It will be very useful ,,,,,,,,,,,,,,,,,1
98c0b94a-bb7d-4a1e-b526-37e71edb3432,"Achieving human rights, especially for women, will be difficult in the UAE government. Which requires a series of uninterrupted struggles. ",,,,,,,,,,,,,,1,,,1
98d69ee7-6305-4cb1-ae0d-b849ff54d3f4,"If there are Taliban, human rights for women will be violated ",,,,,,,,,,,,,,1,,,
99199db0-cc87-4458-a0bd-3fc929a96fbe,Permission to study ,1,,1,,,,,,,,,,,,,,
992119d7-406f-4d65-b2ae-1cd565869f0d,"With the presence of the ignorant Taliban group, women's rights will not be guaranteed at all; Women's rights and education will be abolished day by day. ",1,,1,,,,,,,,,,,1,,,
9967e71d-df2d-4f7b-b439-36853441eb75,The Taliban never give women rights ,,,,,,,,,,,,,,1,,,
99865f6f-dfc6-4065-a84e-81ceb5aee6d8,Women should be educated in the light of Sharia ,1,,1,,,,,,,,,,,,,1,
9986d699-58ed-42f3-8e76-aa8308c38665,Must work in government offices ,1,1,,,1,,,,,,,,,,,,
998bfaf1-f8bd-45c4-82dc-6ebe2ba3baea,The future of our homeland is very good ,,,,,,,,,,,,,,,,,1
998c525c-220e-46ae-8e7a-6ddbce947524,"The Taliban should be asked for a chance for women to adorn themselves in accordance with Islamic law. The Taliban's trust in the Afghan people is essential, especially in the case of Afghan women. Afghanistan has its problems. Over time, things become normal. A little time is needed ",,,,,,,,,,,,,,,,1,1
99a26106-04fb-47c9-bb05-6440cca4278c,It is a good deed. Shajah is also a human being ,,,,,,,,,,,,,,,,,1
99b0e253-dbad-46fd-ad7a-0ee39f8907ee,"At the very least, the course of continuing education and employed women should go to work ",1,1,1,,,,,,,,,,,,,,
99b7d4f3-f730-4b34-a526-0c07d8bfd5a4,"So we always say that women make up half of the population of a country, so whatever rights they want should be given to them because their right to education is their right to express their rights. A woman who becomes ill cannot tell her male doctor as much as a female doctor, but there are many more examples in other sections. ",1,1,1,,,1,1,,,,1,1,,,,,
99d62230-9dfa-4868-bd39-58fc5fcc0f1f,The Taliban do not like women to do their job ,,,,,,,,,,,,,,1,,,1
99e3e271-191f-4f09-bc40-e51d493bb3f1,Must be obtained in the Rana of Islam ,,,,,,,,,,,,,,,,1,
9a330ffc-b8fd-4ce2-b64d-efd1047740a6,Women's access to human rights is the future of Afghanistan's growth ,,,,,,,,,,,,1,1,,,,
9a5afb64-e53b-4d19-88d7-bb26413bc219,It must be democracy ,,,,,,,,,,,,,,,,,1
9a76a86c-020b-45a7-b858-e6c29b4e380f,"If a woman achieves her complementary rights, she is sure that all people will achieve their rights. A literate woman is a literate society. ",1,,1,,,,,,,,,1,,,,,1
9a7997c6-e169-408a-9ba2-78714f84f6f8,3- Women's education. 3- Work for women. 2- The role of women in the government.,1,1,1,,1,,,,,,,,,,,,
9ab66dd7-1a1a-46e2-800e-207d8e66ec7a,Which I do not have an opinion ,,,,,,,,,,,,,,,,,
9abfdd86-b9fd-4182-8b6a-ea9480dc8d36,"We will make up for the incomplete part of the structure of society, but it must be the color of Afghan culture, not the color that has been tarnished. ",,,,,,,,,,,,,,,,1,1
9ace7cb4-5073-404d-b5d2-474a5541a2dd,Liberalizing the rights of women is like allowing them to study ,1,,1,,,,,,,,,,,,,,
9ad814f5-1988-4ffc-a893-3be89b1b1027,Human rights are a case in point ,,,,,,,,,,,,,,,,,1
9ae58fba-6a4b-4c44-a041-c2cd5877fa5c,Women must be allowed to work ,1,1,,,,,,,,,,,,,,,
9ae9de58-17ad-4192-bae9-1e565bc93753,It would look great ,,,,,,,,,,,,,,,,,1
9b4a1e55-e92b-4c28-8204-1fd5218edd90,The right to life The right to choose The right to have a job The right to education and all the rights given to a human being ,1,1,1,,,,,,,,1,,,,,,
9b5f6e74-a2a5-4e76-ab29-7946be8dfe9b,"Every human being has the right to a free life. A woman is also a human being. Women must achieve all their basic human rights in every way. The right to education, freedom of work, freedom of vote, activity in society, etc ... ",1,1,1,,1,,,,,,1,,,,,,
9b634c1c-74d1-499a-bd60-2dafce2e0d3d,"We live in a very traditional society. It is necessary for the people to be more aware and for women to achieve their rights according to our own culture, not according to the thoughts and approaches of European or American governments and societies. Imported democracy in Afghanistan will backfire and lead to ongoing wars. And it will have no other result except interruption, intersection and friction. Thankful ",,,,,,,,,,,,,,,,1,1
